Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction,tier2
P27708,0.39619547628795715,21.91787685489757,2.2058420318600933,0.03139257054732158,0.3163922645876482,-3.7791479243364847,P27708,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,n.s.,n.s.
Q13445,-0.4442927644663932,19.96525043142995,-2.1953532861149454,0.03218316052602406,0.3220598546256734,-3.7995356216723963,Q13445,Transmembrane emp24 domain-containing protein 1,TMED1,n.s.,n.s.
P13056,-0.363796995624341,23.590661086571984,-2.181605032905942,0.03323499064659701,0.3293124153611521,-3.8259952522983207,P13056,Nuclear receptor subfamily 2 group C member 1,NR2C1,n.s.,n.s.
P13639,0.25880732467358314,26.48589922775822,2.179694344754497,0.033374681358359144,0.3293124153611521,-3.8295507461507543,P13639,Elongation factor 2,EEF2,n.s.,n.s.
P49959,-0.28600726303966084,20.842019352473425,-2.1745986931569115,0.033773651318058734,0.3303606451100386,-3.8393165274782692,P49959,Double-strand break repair protein MRE11A,MRE11A,n.s.,n.s.
Q9Y2Z0,0.35034204410165515,20.87677495160234,2.170617409891749,0.03408827655409378,0.3303606451100386,-3.8469332854487965,Q9Y2Z0,Suppressor of G2 allele of SKP1 homolog,SUGT1,n.s.,n.s.
P56545,-0.43754535389017235,20.98111492967414,-2.169533436150423,0.034183312676162744,0.3303606451100386,-3.8491131863303845,P56545,C-terminal-binding protein 2,CTBP2,n.s.,n.s.
P50406,0.8046107711184369,21.005894092899613,2.1663147094223323,0.0344401437012699,0.330578522193822,-3.8552590938752753,P50406,5-hydroxytryptamine receptor 6,HTR6,n.s.,n.s.
Q9Y512,-0.2551990912059452,20.73697658005458,-2.1592436771365953,0.035001301270773576,0.3336948384666319,-3.86862825204997,Q9Y512,Sorting and assembly machinery component 50 homolog,SAMM50,n.s.,n.s.
Q5JRA6,-0.49868639898939193,20.978365181469822,-2.1517898404801272,0.03562027610885776,0.33731684288321007,-3.88289779946733,Q5JRA6,Melanoma inhibitory activity protein 3,MIA3,n.s.,n.s.
P98160,0.978804351940461,22.2538447266828,2.1476307751425825,0.03596465119161245,0.3383074855424344,-3.890783079850051,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein;Endorepellin;LG3 peptide,HSPG2,n.s.,n.s.
P13797,0.7493433747512768,20.664951491313854,2.136446330562585,0.03690522294642939,0.34220816777136587,-3.911924177944548,P13797,Plastin-3,PLS3,n.s.,n.s.
Q14847,0.7197833969748189,22.13977315387157,2.1346500514057083,0.037058270395291505,0.34220816777136587,-3.915310868819589,Q14847,LIM and SH3 domain protein 1,LASP1,n.s.,n.s.
Q96CS3,-0.5092008409187336,20.943403861937895,-2.129901645977687,0.0374655197188554,0.34220816777136587,-3.9242518939016096,Q96CS3,FAS-associated factor 2,FAF2,n.s.,n.s.
P51648,-0.6820979337326207,21.1876752888043,-2.1286639946257786,0.03757230749086288,0.34220816777136587,-3.9265795706654734,P51648,Fatty aldehyde dehydrogenase,ALDH3A2,n.s.,n.s.
P50135,-0.4871151280247723,21.1215075028134,-2.1284364746013518,0.03759196740224076,0.34220816777136587,-3.927007347957661,P50135,Histamine N-methyltransferase,HNMT,n.s.,n.s.
P63151;Q66LE6;Q00005;Q9Y2T4,-0.5994283800121778,21.738121131910077,-2.1116255589314585,0.03906966158867275,0.3476630060933813,-3.958507781113468,P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PPP2R2A,n.s.,n.s.
Q9UMR2,0.4117022084369566,20.752725158278256,2.1091336034815567,0.039292960768374977,0.3476630060933813,-3.9631592286565462,Q9UMR2,ATP-dependent RNA helicase DDX19B,DDX19B,n.s.,n.s.
P10600,-0.3548738133312632,21.497303418678598,-2.1072234101197242,0.03945549372425589,0.3476630060933813,-3.9666287747703866,P10600,Transforming growth factor beta-3,TGFB3,n.s.,n.s.
P61803,0.2848091618594495,22.67683644314033,2.106786683786621,0.03949488863019252,0.3476630060933813,-3.9674429590348095,P61803,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1,n.s.,n.s.
P28482,0.3223606582302523,21.447492673006842,2.1057496501313278,0.039588571559696605,0.3476630060933813,-3.9693757163978485,P28482,Mitogen-activated protein kinase 1,MAPK1,n.s.,n.s.
P61981,0.31835504593207276,24.33480083136092,2.104958717804891,0.03966955632957788,0.3476630060933813,-3.9709415752594706,P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,n.s.,n.s.
Q7L014,-0.22369085989308957,21.226818548770314,-2.0899314399135447,0.04104171767289816,0.35576595101347736,-3.998756515941505,Q7L014,Probable ATP-dependent RNA helicase DDX46,DDX46,n.s.,n.s.
Q15046,0.4299043814387957,21.655703695746503,2.0894261463063577,0.04109840539702112,0.35576595101347736,-3.9997806802486293,Q15046,Lysine--tRNA ligase,KARS,n.s.,n.s.
Q9ULA0,-0.5100651497043813,20.91268737124299,-2.081879669287396,0.04180861616143794,0.3594311367583089,-4.013726579219408,Q9ULA0,Aspartyl aminopeptidase,DNPEP,n.s.,n.s.
P50395,0.28995138543060506,25.76053708988927,2.0795366313808303,0.04203128105253081,0.3594311367583089,-4.0180477799095415,P50395,Rab GDP dissociation inhibitor beta,GDI2,n.s.,n.s.
Q9UHF7,-0.532668880982385,20.721077809987314,-2.071994137061688,0.04275507044333588,0.3620736790482597,-4.031930046703305,Q9UHF7,Zinc finger transcription factor Trps1,TRPS1,n.s.,n.s.
P05556,0.32979916891456895,22.82854233493808,2.070885664506098,0.04285351126935462,0.3620736790482597,-4.033889119019914,P05556,Integrin beta-1,ITGB1,n.s.,n.s.
Q9NR45,-0.47505316658057595,21.59354685088864,-2.0679136590821074,0.04315112861026064,0.3621710175005091,-4.0394224078607985,Q9NR45,Sialic acid synthase,NANS,n.s.,n.s.
P31947,0.40244949590971757,23.756072092441666,2.0636530055015077,0.043568066437002624,0.3621710175005091,-4.047232150840434,P31947,14-3-3 protein sigma,SFN,n.s.,n.s.
P67936;P68106,0.29458942133540233,29.411997790979754,2.0629158536864387,0.04363506234945893,0.3621710175005091,-4.048535039088596,P67936,Tropomyosin alpha-4 chain,TPM4,n.s.,n.s.
P02462;P29400,0.9218100261025022,19.825340826160982,2.05756079695443,0.04417029982210281,0.36260505575360985,-4.058375227678826,P02462,Collagen alpha-1(IV) chain;Arresten,COL4A1,n.s.,n.s.
P07355;A6NMY6,-0.42536574373731284,27.896853761030375,-2.0558902711008575,0.04433669082255181,0.36260505575360985,-4.061425820041203,P07355;A6NMY6,Annexin A2;Putative annexin A2-like protein,ANXA2;ANXA2P2,n.s.,n.s.
P07384,0.3123662145621964,23.835924625718338,2.054672679970343,0.04445830945809674,0.36260505575360985,-4.063647961915254,P07384,Calpain-1 catalytic subunit,CAPN1,n.s.,n.s.
P07099,-0.6871676968546971,24.094835004365773,-2.049749419185644,0.044953017209757404,0.3642856928963652,-4.072621589734945,P07099,Epoxide hydrolase 1,EPHX1,n.s.,n.s.
P61353,-0.22560647095450292,23.89068619716572,-2.047402427433797,0.045180720238741257,0.3642856928963652,-4.076813491820584,P61353,60S ribosomal protein L27,RPL27,n.s.,n.s.
Q9Y2X3,-0.5059031481284428,22.87554628885384,-2.043707127038837,0.04556667395559808,0.36531009631448236,-4.083609700702562,Q9Y2X3,Nucleolar protein 58,NOP58,n.s.,n.s.
P04083,0.6529108837336963,23.956536158974483,2.0317550503487034,0.04680188985421862,0.37166037804031155,-4.105263093696873,P04083,Annexin A1,ANXA1,n.s.,n.s.
O00151,0.7865214929466013,21.27336746623095,2.0309551925951137,0.04688557568474518,0.37166037804031155,-4.106708296011626,O00151,PDZ and LIM domain protein 1,PDLIM1,n.s.,n.s.
O60506,0.3126307715577674,24.300005913246704,2.0284133780921603,0.0471523734386093,0.37168714481495935,-4.111297666720583,O60506,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,n.s.,n.s.
P00167,-0.6487743942868818,24.997935340131175,-2.016333356693163,0.04843831811565794,0.379583006232333,-4.133041260381087,P00167,Cytochrome b5,CYB5A,n.s.,n.s.
P62910,-0.31114103875930965,21.28061518081662,-2.013889621510825,0.0486920794670817,0.379583006232333,-4.13735378362319,P62910,60S ribosomal protein L32,RPL32,n.s.,n.s.
P49756,-0.20647615760444182,21.153150194133293,-2.0011844063255912,0.0500834746792466,0.38757781245824546,-4.160080885776651,P49756,RNA-binding protein 25,RBM25,n.s.,n.s.
P10253,-0.7958166881911062,20.703124755159465,-1.999622284739846,0.05026700189926216,0.38757781245824546,-4.162936346679576,P10253,Lysosomal alpha-glucosidase;76 kDa lysosomal alpha-glucosidase;70 kDa lysosomal alpha-glucosidase,GAA,n.s.,n.s.
Q8WX93,0.45344727910218197,20.628397616530766,1.993370247113434,0.050966263590422806,0.38786659566270726,-4.174065745674125,Q8WX93,Palladin,PALLD,n.s.,n.s.
P00558;P07205,0.4185231631389641,24.87211452139022,1.9931145664824272,0.05099503734870386,0.38786659566270726,-4.174520248923886,P00558,Phosphoglycerate kinase 1,PGK1,n.s.,n.s.
P12004,0.46863046841396283,21.479736855028246,1.9914076744715412,0.051187485259824986,0.38786659566270726,-4.177553166982248,P12004,Proliferating cell nuclear antigen,PCNA,n.s.,n.s.
P29692,0.3152837501827719,24.95613644061489,1.9842990768741122,0.051995686825549794,0.38786659566270726,-4.190160062761732,P29692,Elongation factor 1-delta,EEF1D,n.s.,n.s.
O00629,0.3397152164302,20.84260495899429,1.9830725643385179,0.05212687345515652,0.38786659566270726,-4.192270394277676,O00629,Importin subunit alpha-4,KPNA4,n.s.,n.s.
P19367;Q2TB90;P52789;P52790,-0.37789685787531724,24.751546442037803,-1.982044077531033,0.052254343647972726,0.38786659566270726,-4.19415110356177,P19367,Hexokinase-1,HK1,n.s.,n.s.
Q00765,-0.4322323859786472,22.864874706263528,-1.9778217045677053,0.05274163562333432,0.38786659566270726,-4.201613577500324,Q00765,Receptor expression-enhancing protein 5,REEP5,n.s.,n.s.
Q13576,-0.7570306501302326,21.961435107242334,-1.976663423720256,0.05287598879439653,0.38786659566270726,-4.2036582771991435,Q13576,Ras GTPase-activating-like protein IQGAP2,IQGAP2,n.s.,n.s.
O60884,0.5924372103957047,21.566361767551506,1.9764123287005457,0.05290515288770072,0.38786659566270726,-4.204101395682065,O60884,DnaJ homolog subfamily A member 2,DNAJA2,n.s.,n.s.
Q96A26,-0.5281317012927111,21.46397819934265,-1.9751383676054737,0.05305333307080262,0.38786659566270726,-4.206348860883855,Q96A26,Protein FAM162A,FAM162A,n.s.,n.s.
P16435,0.6734979492291409,21.836707820719422,1.9707137294606265,0.05357074990982684,0.3885958370698178,-4.214144868583069,P16435,NADPH--cytochrome P450 reductase,POR,n.s.,n.s.
Q9UBF2,-0.46921563865981497,21.16274787935917,-1.9673590188601908,0.05396592602673851,0.3885958370698178,-4.220045624567043,Q9UBF2,Coatomer subunit gamma-2,COPG2,n.s.,n.s.
Q13451,-0.4405864123579235,20.213853896296843,-1.965270644280508,0.05421318991854194,0.3885958370698178,-4.223714565910694,Q13451,Peptidyl-prolyl cis-trans isomerase FKBP5,FKBP5,n.s.,n.s.
Q16891,-0.21935212168580165,24.76589222713807,-1.9648338698683236,0.05425469872626089,0.3885958370698178,-4.224418438390061,Q16891,Mitochondrial inner membrane protein,IMMT,n.s.,n.s.
Q9P0M6,-0.5079597121775876,22.345795054601407,-1.9598325986130718,0.054861611589267466,0.3909582522851333,-4.233252499389473,Q9P0M6,Core histone macro-H2A.2,H2AFY2,n.s.,n.s.
P61158;Q9P1U1;Q9C0K3,0.22780149879012512,24.077435248683308,1.953446844617711,0.05562110196447201,0.3943787682003518,-4.2443624301138785,P61158,Actin-related protein 3,ACTR3,n.s.,n.s.
A0AV96;Q9NQ94,-0.3488322527792995,20.618456369519315,-1.948382542603981,0.05624624504646321,0.3946100565400321,-4.253246449399559,A0AV96,RNA-binding protein 47,RBM47,n.s.,n.s.
Q16186,0.23128436494302917,21.19773533473991,1.9479892295729226,0.05628635886819016,0.3946100565400321,-4.253885585372849,Q16186,Proteasomal ubiquitin receptor ADRM1,ADRM1,n.s.,n.s.
P43155,-0.6041689062842792,22.13691106252932,-1.9463923896053177,0.05649272248128029,0.3946100565400321,-4.256727259192756,P43155,Carnitine O-acetyltransferase,CRAT,n.s.,n.s.
Q16851,0.23111422839711793,23.366454012824477,1.9366627315736649,0.057688718288687664,0.3976103186871523,-4.273575611345535,Q16851,UTP--glucose-1-phosphate uridylyltransferase,UGP2,n.s.,n.s.
P08107,-0.4530197672972527,28.05627272821205,-1.9364398040882767,0.057727108289468636,0.3976103186871523,-4.27402005197041,P08107,Heat shock 70 kDa protein 1A/1B,HSPA1A,n.s.,n.s.
P15941,-0.635389308050609,22.31979637352801,-1.9325706804077531,0.058213155903168425,0.3976103186871523,-4.280721903761781,P15941,Mucin-1;Mucin-1 subunit alpha;Mucin-1 subunit beta,MUC1,n.s.,n.s.
Q15124,0.4036551483228692,20.178854420657263,1.9291357631183705,0.05864757701297343,0.3976103186871523,-4.286661871717019,Q15124,Phosphoglucomutase-like protein 5,PGM5,n.s.,n.s.
Q9UNM6,-0.21301210662662484,21.734272784304427,-1.9289790334326096,0.05865693049905203,0.3976103186871523,-4.28687608648815,Q9UNM6,26S proteasome non-ATPase regulatory subunit 13,PSMD13,n.s.,n.s.
P09382,0.5324414740579897,22.89414271676854,1.9288380485284422,0.05868535936139547,0.3976103186871523,-4.287176273194241,P09382,Galectin-1,LGALS1,n.s.,n.s.
P18754,-0.48158202237732795,22.168760040966756,-1.926725707544418,0.05895402832051562,0.3976103186871523,-4.290824062213466,P18754,Regulator of chromosome condensation,RCC1,n.s.,n.s.
O95373,-0.3124327005140195,20.883346020601838,-1.924899516708171,0.05917658889036285,0.3976103186871523,-4.293919004540479,O95373,Importin-7,IPO7,n.s.,n.s.
Q96N66,0.550035654447484,21.870480127001294,1.9185534003441218,0.06000335491119576,0.3997610614694776,-4.304903954920556,Q96N66,Lysophospholipid acyltransferase 7,MBOAT7,n.s.,n.s.
Q9Y3F4,0.253720657283381,21.572700213170215,1.9176234871515574,0.060113160623564484,0.3997610614694776,-4.306448136311355,Q9Y3F4,Serine-threonine kinase receptor-associated protein,STRAP,n.s.,n.s.
P50990,0.23698227597018828,24.183150095121956,1.9144293581164225,0.06052827589403872,0.3997610614694776,-4.311935264388991,P50990,T-complex protein 1 subunit theta,CCT8,n.s.,n.s.
P21291,0.5383095762034564,20.853822901748206,1.9137311686591751,0.0606299554602893,0.3997610614694776,-4.313187582744325,P21291,Cysteine and glycine-rich protein 1,CSRP1,n.s.,n.s.
Q86Y56,-0.20596652257702885,20.82009958275223,-1.9106855884812721,0.06101792423484475,0.4004478655598416,-4.318356441219907,Q86Y56,HEAT repeat-containing protein 2,HEATR2,n.s.,n.s.
O00194;P51159,-0.5377033108656661,21.17054660392962,-1.9061343382790203,0.06162837166793367,0.4025816315900667,-4.3262004870568065,O00194,Ras-related protein Rab-27B,RAB27B,n.s.,n.s.
Q9UGP8,0.4570393077265642,20.47041882712705,1.900308533023916,0.062403461310283286,0.40344447410893086,-4.33614908732393,Q9UGP8,Translocation protein SEC63 homolog,SEC63,n.s.,n.s.
O95292,0.49637201301788636,21.7161744961502,1.8993681599171583,0.06252934489500152,0.40344447410893086,-4.337752445786235,O95292,Vesicle-associated membrane protein-associated protein B/C,VAPB,n.s.,n.s.
Q9Y6E0,0.33857443290921907,19.541358757341968,1.8959055914279448,0.06298401139300559,0.40344447410893086,-4.343599218273102,Q9Y6E0,Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit,STK24,n.s.,n.s.
P57735,-0.4597853487487953,21.41769296042804,-1.8933599011957343,0.0633387412581633,0.40344447410893086,-4.347980276518443,P57735,Ras-related protein Rab-25,RAB25,n.s.,n.s.
Q04917,0.34929059704264986,23.419515462473807,1.8925007710999773,0.06345520097572482,0.40344447410893086,-4.3494404517604455,Q04917,14-3-3 protein eta,YWHAH,n.s.,n.s.
O75368,-0.6637154893405857,21.05130322904005,-1.892347281656599,0.0634760264012634,0.40344447410893086,-4.349701260921578,O75368,SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,n.s.,n.s.
Q9BQG0,0.6758789374989043,18.86827267557366,1.884328102071236,0.06457215562908171,0.40534452732583787,-4.363301669259915,Q9BQG0,Myb-binding protein 1A,MYBBP1A,n.s.,n.s.
Q9UJU6,0.33309302013944375,22.138168793615538,1.8834083074057195,0.06468902674206208,0.40534452732583787,-4.364813515199592,Q9UJU6,Drebrin-like protein,DBNL,n.s.,n.s.
O43865;Q96HN2,-0.3790866393250525,20.695272019416336,-1.8827875888712453,0.06478455134705595,0.40534452732583787,-4.365908560554619,O43865;Q96HN2,Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3,AHCYL1;AHCYL2,n.s.,n.s.
P13861,-0.3412076426859123,22.14386641097365,-1.881706547453492,0.06492407028748359,0.40534452732583787,-4.367692180496635,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,n.s.,n.s.
P07339,-0.6373187709272408,24.13219757217704,-1.8728848220266547,0.06616404698769157,0.41126638898516654,-4.382621587801076,P07339,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,n.s.,n.s.
Q15276,-0.34380843481386947,20.843962279376328,-1.8683026885671394,0.06681071410280788,0.41161200255099,-4.390328727943966,Q15276,Rab GTPase-binding effector protein 1,RABEP1,n.s.,n.s.
Q12904,-0.2510413527764541,21.738467439623005,-1.8654028304815506,0.06721185503587901,0.41161200255099,-4.395151576351356,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,n.s.,n.s.
Q9NZB2;Q5T035,-0.34465642859179013,22.368571772712556,-1.8647374145789273,0.06731323127491931,0.41161200255099,-4.396295697690007,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,n.s.,n.s.
Q969X5,-0.645268254808645,23.78320093381821,-1.8632533528742545,0.06752949307819507,0.41161200255099,-4.398802488793409,Q969X5,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGIC1,n.s.,n.s.
P62266,0.208815066081808,22.729519738095586,1.8621382248279554,0.0676782314612542,0.41161200255099,-4.400625538569323,P62266,40S ribosomal protein S23,RPS23,n.s.,n.s.
Q5BKZ1,0.2935120296180429,19.910055551887982,1.8552053003755327,0.06867772338648742,0.4158981446280418,-4.412222411685748,Q5BKZ1,DBIRD complex subunit ZNF326,ZNF326,n.s.,n.s.
P10644;P31321,0.6672565191264752,21.222460173075664,1.8522181205300443,0.06912311957985778,0.4159832240056715,-4.417251520492619,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,n.s.,n.s.
Q96TA1,0.42735624227489666,22.954458281756246,1.8511338299564741,0.06928140158847115,0.4159832240056715,-4.419059065059217,Q96TA1,Niban-like protein 1,FAM129B,n.s.,n.s.
Q9NYU2;Q9NYU1,0.3011305195834879,23.816317878474774,1.8440151699409983,0.07032816866377377,0.41953903285359123,-4.430902923953593,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,UGGT1,n.s.,n.s.
Q9NQ48,-0.2931971351058884,20.318675343053442,-1.841457407318443,0.0706972605916844,0.41953903285359123,-4.435108929658192,Q9NQ48,Leucine zipper transcription factor-like protein 1,LZTFL1,n.s.,n.s.
Q9UHL4,-0.5559632862404875,21.041124441570247,-1.8410666416676587,0.07076561999940092,0.41953903285359123,-4.43579683477863,Q9UHL4,Dipeptidyl peptidase 2,DPP7,n.s.,n.s.
Q53H96,-0.34496111980246624,20.74516987182175,-1.8323199610849363,0.07207679190968216,0.4198527261576126,-4.450273756685869,Q53H96,Pyrroline-5-carboxylate reductase 3,PYCRL,n.s.,n.s.
P11940;Q9H361;Q4VXU2;Q5JQF8,0.18130785906752678,24.967367917879727,1.8316022552908164,0.07217426345969939,0.4198527261576126,-4.451417891757917,P11940,Polyadenylate-binding protein 1,PABPC1,n.s.,n.s.
P02679,0.7021204085397805,21.691618517885352,1.8309197813977338,0.0722885702942225,0.4198527261576126,-4.452585589721471,P02679,Fibrinogen gamma chain,FGG,n.s.,n.s.
Q27J81,0.5569244708247112,21.561778669814327,1.8299846211321869,0.07243030511152372,0.4198527261576126,-4.454128761113719,Q27J81,Inverted formin-2,INF2,n.s.,n.s.
P27635;Q96L21,-0.3931604331180658,22.172700405405738,-1.8282206701001997,0.07269828871806439,0.4198527261576126,-4.4570376807418874,P27635;Q96L21,60S ribosomal protein L10;60S ribosomal protein L10-like,RPL10;RPL10L,n.s.,n.s.
